"","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521"
"ENSG00000264083.1",2,3,0,0,0,0,2,4
"ENSG00000264092.2",3,4,6,0,3,6,4,0
"ENSG00000264107.1",9,4,7,3,11,5,11,11
"ENSG00000264112.1",128,145,176,146,200,200,183,148
"ENSG00000264113.2",0,0,6,2,7,11,3,3
"ENSG00000264125.1",1,2,2,1,1,2,1,4
"ENSG00000264128.2",0,1,0,0,0,0,1,0
"ENSG00000264148.1",6,2,4,0,3,2,3,2
"ENSG00000264151.5",0,0,0,0,1,0,1,0
"ENSG00000264169.2",3,4,4,0,0,2,5,3
"ENSG00000264175.1",3,2,1,1,2,0,5,4
"ENSG00000264176.1",7,3,9,6,7,4,12,12
"ENSG00000264177.1",4,3,1,0,2,4,1,1
"ENSG00000264187.1",26,13,29,4,38,25,29,8
"ENSG00000264188.1",12,7,5,7,5,7,7,5
"ENSG00000264196.1",2,4,4,2,2,6,1,2
"ENSG00000264201.1",2,1,5,1,0,1,1,1
"ENSG00000264204.2",0,4,5,0,0,0,0,0
"ENSG00000264207.1",15,9,7,6,10,8,17,16
"ENSG00000264229.1",1,0,0,1,0,2,0,0
"ENSG00000264230.7",12,21,62,49,36,104,78,123
"ENSG00000264235.5",1,1,0,2,3,6,2,0
"ENSG00000264243.1",1,1,2,0,1,2,2,0
"ENSG00000264247.1",174,128,191,87,179,198,144,119
"ENSG00000264250.2",1,1,2,0,2,2,3,2
"ENSG00000264251.2",0,0,0,0,1,0,0,1
"ENSG00000264266.1",1,2,1,1,2,3,7,0
"ENSG00000264268.1",1,0,1,0,0,3,6,3
"ENSG00000264269.1",1,3,1,2,3,2,4,4
"ENSG00000264270.1",0,0,0,0,1,1,0,0
"ENSG00000264271.2",1,3,2,0,0,3,2,0
"ENSG00000264272.1",0,0,5,0,0,0,5,0
"ENSG00000264278.1",18,11,13,9,4,27,19,5
"ENSG00000264290.1",2,3,8,5,8,6,2,4
"ENSG00000264293.2",0,2,0,0,0,2,0,0
"ENSG00000264296.1",0,0,0,0,0,1,0,1
"ENSG00000264301.1",0,0,0,0,0,2,0,0
"ENSG00000264304.1",2,3,2,1,1,5,3,4
"ENSG00000264311.1",0,0,0,0,0,1,0,1
"ENSG00000264313.2",1,0,0,0,3,0,0,0
"ENSG00000264317.2",1,0,2,0,1,0,0,0
"ENSG00000264322.2",1,1,1,0,0,1,0,1
"ENSG00000264324.1",14,9,19,5,23,18,11,20
"ENSG00000264343.5",995,654,1311,424,1413,1708,1216,1388
"ENSG00000264345.1",12,4,14,1,3,3,3,0
"ENSG00000264349.1",0,0,1,0,2,1,1,1
"ENSG00000264352.2",12,16,4,8,5,18,10,22
"ENSG00000264364.2",1822,1547,2649,1338,1978,2452,1662,1471
"ENSG00000264365.1",2,2,4,1,10,2,0,1
"ENSG00000264370.1",0,0,0,0,0,1,0,1
"ENSG00000264384.2",0,1,1,1,1,0,2,2
"ENSG00000264386.1",1,0,0,1,0,0,0,0
"ENSG00000264402.1",2,3,0,5,3,4,4,2
"ENSG00000264404.2",1,1,4,1,4,1,7,3
"ENSG00000264423.2",3,0,3,2,4,2,4,3
"ENSG00000264425.1",1,0,5,0,2,2,2,0
"ENSG00000264444.1",0,0,0,0,0,0,0,2
"ENSG00000264448.5",0,1,1,0,0,0,0,0
"ENSG00000264451.1",1,1,1,0,1,4,1,2
"ENSG00000264456.1",6,13,8,3,13,13,8,7
"ENSG00000264462.1",0,2,0,0,0,0,0,0
"ENSG00000264464.1",1,1,3,2,3,1,2,2
"ENSG00000264472.4",0,0,0,0,2,1,1,0
"ENSG00000264483.1",0,0,0,0,0,0,3,0
"ENSG00000264501.2",3,5,0,0,8,0,12,0
"ENSG00000264514.1",1,3,4,0,0,0,1,1
"ENSG00000264515.5",1,0,0,2,0,2,1,1
"ENSG00000264519.2",6,0,2,0,2,3,0,4
"ENSG00000264520.1",5,2,5,1,2,6,1,1
"ENSG00000264522.5",713,659,947,601,820,1197,670,799
"ENSG00000264530.2",1,2,3,2,1,3,2,3
"ENSG00000264538.6",142,155,168,106,199,210,133,145
"ENSG00000264539.1",1,2,0,1,0,0,0,0
"ENSG00000264540.2",8,6,14,4,8,5,6,8
"ENSG00000264545.1",2,0,4,2,4,5,0,0
"ENSG00000264546.1",1,3,8,1,4,6,6,1
"ENSG00000264548.1",5,9,13,5,8,6,13,7
"ENSG00000264553.1",4,1,0,1,2,1,2,1
"ENSG00000264558.1",0,0,2,0,0,2,0,0
"ENSG00000264569.1",1,5,4,4,1,6,0,9
"ENSG00000264570.1",0,0,0,3,3,6,3,5
"ENSG00000264573.2",1,0,0,0,1,0,0,0
"ENSG00000264575.1",39,41,38,11,28,29,36,21
"ENSG00000264577.1",10,8,16,4,20,28,9,10
"ENSG00000264582.2",0,0,1,0,1,1,0,1
"ENSG00000264587.5",0,0,3,1,1,1,1,0
"ENSG00000264589.2",3,1,1,1,2,5,1,3
"ENSG00000264592.2",4,2,2,1,2,0,1,3
"ENSG00000264608.1",2,2,3,1,2,3,3,2
"ENSG00000264615.2",2,1,0,1,4,4,1,3
"ENSG00000264616.1",1,0,0,0,1,0,0,0
"ENSG00000264635.1",6,5,10,3,5,11,11,7
"ENSG00000264655.1",0,1,1,1,0,1,0,0
"ENSG00000264666.1",2,0,2,2,2,0,3,1
"ENSG00000264668.1",53,19,22,16,35,37,0,14
"ENSG00000264672.5",1,2,4,3,4,14,2,1
"ENSG00000264673.1",2,3,10,1,7,11,8,9
"ENSG00000264676.2",0,3,0,3,5,2,1,2
"ENSG00000264705.1",3,1,1,0,1,1,1,0
"ENSG00000264706.2",0,1,0,0,0,1,0,0
"ENSG00000264707.1",11,7,15,9,17,18,13,8
"ENSG00000264717.5",0,0,7,0,0,0,17,3
"ENSG00000264720.3",0,0,0,0,1,2,0,1
"ENSG00000264727.1",4,3,5,5,6,0,5,6
"ENSG00000264735.1",2,0,1,0,6,1,0,1
"ENSG00000264739.1",0,0,3,0,2,2,3,1
"ENSG00000264743.2",1,2,1,0,1,2,0,1
"ENSG00000264745.1",7,11,3,7,1,12,3,14
"ENSG00000264767.2",2,0,0,0,2,0,0,0
"ENSG00000264769.1",7,6,6,3,5,10,10,4
"ENSG00000264772.6",29,43,64,62,60,50,44,48
"ENSG00000264790.1",1,0,0,0,0,0,0,1
"ENSG00000264801.1",1,0,1,0,5,3,0,0
"ENSG00000264808.1",1,0,1,0,0,4,0,0
"ENSG00000264809.2",3,3,0,0,0,2,0,0
"ENSG00000264812.1",5,1,0,1,3,3,4,1
"ENSG00000264813.6",0,0,3,0,2,0,2,0
"ENSG00000264840.1",0,0,0,0,2,2,0,0
"ENSG00000264853.1",0,0,2,1,0,2,1,0
"ENSG00000264862.2",1,2,0,0,3,0,0,2
"ENSG00000264879.2",0,1,2,1,1,0,2,0
"ENSG00000264881.1",0,2,0,0,1,3,0,1
"ENSG00000264885.1",34,23,50,29,38,30,53,20
"ENSG00000264895.1",4,4,2,1,4,1,4,0
"ENSG00000264910.2",6,3,5,2,1,4,0,4
"ENSG00000264914.1",0,0,0,0,0,0,1,1
"ENSG00000264916.2",1,0,0,0,1,0,0,0
"ENSG00000264920.1",47,40,82,46,56,90,50,49
"ENSG00000264924.1",1,3,0,1,1,2,5,5
"ENSG00000264931.1",1,1,0,0,0,2,0,0
"ENSG00000264932.3",0,1,0,1,2,1,2,0
"ENSG00000264933.2",0,0,2,0,0,0,0,0
"ENSG00000264937.1",1,0,1,1,1,5,1,1
"ENSG00000264943.1",0,2,2,2,1,2,5,2
"ENSG00000264954.1",8,6,7,3,9,9,5,6
"ENSG00000264956.1",3,3,9,2,5,6,4,5
"ENSG00000264958.2",1,0,0,0,0,1,0,0
"ENSG00000264961.1",2,3,1,0,2,1,0,4
"ENSG00000264963.2",2,2,0,0,4,6,0,2
"ENSG00000264964.1",46,33,35,15,52,39,29,23
"ENSG00000264968.1",5,4,0,0,0,3,0,5
"ENSG00000264978.2",2,0,1,0,0,0,1,0
"ENSG00000264981.1",4,1,2,0,2,2,1,1
"ENSG00000264982.1",0,3,0,2,0,14,1,3
"ENSG00000264985.2",1,2,3,0,2,3,3,0
"ENSG00000265000.1",0,0,1,0,2,0,1,1
"ENSG00000265005.1",1,1,1,0,1,1,0,0
"ENSG00000265010.1",0,6,4,0,5,3,1,1
"ENSG00000265018.6",8,11,10,5,16,7,9,4
"ENSG00000265031.1",2,1,2,0,0,0,0,0
"ENSG00000265033.2",1,0,2,2,7,0,6,3
"ENSG00000265043.1",1,4,9,3,7,8,6,4
"ENSG00000265052.2",2,0,3,0,3,2,1,1
"ENSG00000265055.1",6,2,9,3,5,2,3,2
"ENSG00000265073.1",0,0,1,0,0,3,2,0
"ENSG00000265093.2",1,1,1,0,0,0,1,0
"ENSG00000265094.1",0,0,0,0,0,1,2,0
"ENSG00000265095.1",3,1,0,0,0,1,0,0
"ENSG00000265096.1",0,3,0,0,1,2,0,0
"ENSG00000265100.1",1,5,1,6,8,5,7,3
"ENSG00000265102.1",0,0,1,0,2,0,0,2
"ENSG00000265110.1",2,0,0,0,0,0,0,0
"ENSG00000265112.1",0,1,0,0,0,1,0,0
"ENSG00000265113.1",0,1,0,1,0,1,0,0
"ENSG00000265115.1",1,0,0,0,0,0,2,1
"ENSG00000265118.5",0,4,0,0,13,0,5,13
"ENSG00000265123.2",3,2,0,0,0,0,0,1
"ENSG00000265136.1",1,1,1,0,2,1,0,0
"ENSG00000265137.3",0,0,0,0,2,2,1,1
"ENSG00000265142.8",0,3,0,3,1,6,3,2
"ENSG00000265148.5",42,13,53,13,54,47,28,19
"ENSG00000265158.1",3,3,8,2,3,2,6,1
"ENSG00000265170.2",4,2,4,1,6,3,3,3
"ENSG00000265174.1",2,0,0,0,0,0,0,0
"ENSG00000265178.1",0,2,0,1,0,0,1,0
"ENSG00000265179.6",1,0,1,1,2,1,0,3
"ENSG00000265188.1",22,15,15,18,6,0,8,4
"ENSG00000265190.6",1,4,5,3,3,5,0,1
"ENSG00000265194.1",15,15,16,9,9,16,6,9
"ENSG00000265195.1",0,0,0,0,1,1,0,0
"ENSG00000265204.1",0,1,1,0,2,0,0,0
"ENSG00000265205.1",7,2,8,4,3,7,6,4
"ENSG00000265217.1",0,1,2,0,1,2,1,1
"ENSG00000265218.1",25,15,1,1,16,33,12,11
"ENSG00000265222.1",1,0,1,0,0,2,1,0
"ENSG00000265241.6",1049,938,1170,621,1268,1733,949,887
"ENSG00000265246.1",1,0,7,0,0,2,1,0
"ENSG00000265252.1",0,0,0,0,2,3,1,1
"ENSG00000265254.1",1,0,0,2,0,1,0,0
"ENSG00000265272.2",4,0,1,1,0,5,2,2
"ENSG00000265287.2",6,3,1,1,0,0,2,6
"ENSG00000265289.1",0,2,0,0,0,0,0,0
"ENSG00000265293.2",2,2,3,1,2,0,0,5
"ENSG00000265296.1",0,0,4,0,0,2,0,0
"ENSG00000265298.1",81,108,104,80,76,92,82,129
"ENSG00000265303.1",0,0,2,5,2,2,0,0
"ENSG00000265315.1",0,2,0,0,1,0,0,2
"ENSG00000265319.2",0,0,3,0,0,5,0,0
"ENSG00000265321.1",2,0,3,1,1,0,4,2
"ENSG00000265327.2",1,0,1,0,1,0,0,0
"ENSG00000265331.1",2,2,0,0,2,2,0,0
"ENSG00000265334.1",1,1,3,1,2,5,1,3
"ENSG00000265342.1",0,0,0,0,0,1,1,0
"ENSG00000265354.3",628,645,748,490,800,1139,520,649
"ENSG00000265366.6",2,5,4,3,0,6,5,3
"ENSG00000265369.3",4,0,3,1,1,2,3,0
"ENSG00000265380.1",0,0,0,0,2,0,0,0
"ENSG00000265386.2",1,0,1,0,0,0,0,0
"ENSG00000265388.2",0,3,3,0,2,3,0,0
"ENSG00000265393.1",2,5,4,2,4,5,3,5
"ENSG00000265394.1",0,1,0,0,0,1,0,1
"ENSG00000265399.1",25,27,10,9,24,65,21,22
"ENSG00000265401.1",2653,1785,3724,1562,4280,3339,2613,1954
"ENSG00000265407.1",3,0,0,1,0,0,1,0
"ENSG00000265408.1",0,0,0,0,1,0,1,0
"ENSG00000265411.1",0,2,0,0,1,0,0,2
"ENSG00000265413.1",8,7,4,6,9,4,5,6
"ENSG00000265415.1",6,18,10,7,9,11,8,7
"ENSG00000265417.1",0,1,1,0,0,0,0,1
"ENSG00000265439.2",1,1,2,1,0,1,2,1
"ENSG00000265443.1",5,4,5,4,2,8,3,3
"ENSG00000265445.1",2,1,0,0,0,0,0,0
"ENSG00000265450.1",0,2,0,0,0,2,1,0
"ENSG00000265451.1",0,0,0,3,4,4,0,0
"ENSG00000265452.1",1,0,0,0,1,0,0,1
"ENSG00000265458.1",3,12,6,3,9,15,11,3
"ENSG00000265460.6",2,1,0,0,0,0,0,1
"ENSG00000265474.1",12,0,13,3,2,7,5,4
"ENSG00000265477.1",0,0,1,0,1,0,0,0
"ENSG00000265478.2",4,2,5,1,7,5,6,1
"ENSG00000265479.6",109,94,165,98,177,240,137,140
"ENSG00000265480.5",0,0,1,0,0,1,0,0
"ENSG00000265484.1",2,1,7,3,9,4,4,1
"ENSG00000265485.5",12,3,19,7,2,0,17,14
"ENSG00000265489.1",2,1,1,1,4,4,1,0
"ENSG00000265490.1",1,2,0,0,3,1,1,0
"ENSG00000265491.4",1573,1642,1695,1296,2221,2860,1594,1720
"ENSG00000265494.1",33,14,39,19,42,28,28,25
"ENSG00000265496.5",0,1,2,4,3,3,0,0
"ENSG00000265507.1",0,0,0,0,0,1,1,0
"ENSG00000265511.1",5,7,5,10,4,7,5,3
"ENSG00000265514.1",2,0,0,0,4,3,0,2
"ENSG00000265519.1",66,58,35,34,40,61,29,34
"ENSG00000265533.1",4,1,7,0,4,5,1,4
"ENSG00000265539.1",0,0,0,1,1,1,0,1
"ENSG00000265542.5",0,1,0,0,0,1,0,0
"ENSG00000265555.1",0,1,0,0,0,3,5,3
"ENSG00000265559.2",0,2,2,1,4,5,2,1
"ENSG00000265566.2",3,2,5,4,3,2,1,2
"ENSG00000265579.1",5,4,2,0,46,39,3,3
"ENSG00000265588.1",0,0,0,0,0,0,2,0
"ENSG00000265590.9",48,78,15,4,77,50,0,40
"ENSG00000265625.1",2,9,9,1,4,7,3,7
"ENSG00000265630.2",0,0,1,0,1,2,0,0
"ENSG00000265631.1",0,0,0,0,2,0,0,0
"ENSG00000265643.1",0,1,0,0,0,1,1,0
"ENSG00000265646.2",0,0,1,0,0,0,1,0
"ENSG00000265648.2",0,0,1,1,0,0,0,0
"ENSG00000265657.1",0,0,1,0,2,1,0,0
"ENSG00000265660.1",2,3,3,3,2,5,0,2
"ENSG00000265666.1",66,45,85,48,56,53,40,79
"ENSG00000265675.2",0,0,0,0,1,1,0,0
"ENSG00000265678.1",18,12,15,9,17,11,12,4
"ENSG00000265681.7",15506,14006,15448,8387,16533,17877,11517,10999
"ENSG00000265683.1",4,1,2,1,6,2,3,1
"ENSG00000265688.1",25,21,49,13,41,55,34,23
"ENSG00000265690.7",30,26,34,22,33,30,18,48
"ENSG00000265692.1",2,6,10,0,10,6,4,2
"ENSG00000265693.1",2,0,1,0,2,0,0,0
"ENSG00000265702.1",2,20,5,5,3,29,1,12
"ENSG00000265713.1",1,3,0,1,0,1,0,0
"ENSG00000265717.1",1,1,0,0,0,0,0,0
"ENSG00000265727.2",0,0,1,2,0,1,0,0
"ENSG00000265728.1",2,3,2,3,7,1,3,6
"ENSG00000265735.2",5,2,3,1,3,1,1,2
"ENSG00000265737.1",1,1,3,3,5,2,0,0
"ENSG00000265739.1",1,2,0,1,1,0,0,0
"ENSG00000265740.2",0,0,1,2,4,2,2,0
"ENSG00000265743.1",2,0,2,2,0,0,0,2
"ENSG00000265745.2",0,0,2,0,0,2,0,0
"ENSG00000265749.5",7,7,6,3,11,7,7,5
"ENSG00000265750.1",5,6,15,5,10,6,7,7
"ENSG00000265752.2",5,8,6,1,14,6,7,6
"ENSG00000265753.2",1,0,3,1,0,1,0,1
"ENSG00000265758.1",0,0,0,0,0,3,0,0
"ENSG00000265763.3",18,1,19,2,3,3,50,6
"ENSG00000265777.2",0,0,2,0,1,0,0,0
"ENSG00000265778.2",7,9,5,3,2,8,3,8
"ENSG00000265786.1",1,0,1,1,1,0,1,0
"ENSG00000265787.2",0,0,2,0,0,0,0,0
"ENSG00000265788.2",0,3,3,2,1,3,3,0
"ENSG00000265791.1",1,4,5,2,4,2,1,1
"ENSG00000265798.6",3,2,1,0,2,3,3,1
"ENSG00000265799.1",1,1,4,3,1,4,3,6
"ENSG00000265800.1",1,0,0,1,2,1,0,2
"ENSG00000265801.1",0,0,2,0,0,0,2,1
"ENSG00000265802.2",2,1,5,1,0,1,0,1
"ENSG00000265806.1",1,3,3,1,1,4,4,1
"ENSG00000265808.3",3478,3576,4696,3291,4915,8184,3724,5019
"ENSG00000265813.2",2,1,0,1,1,4,0,0
"ENSG00000265814.2",1,1,2,2,1,2,0,0
"ENSG00000265815.1",0,1,0,0,0,1,0,0
"ENSG00000265817.2",47,42,36,28,49,49,41,17
"ENSG00000265818.1",0,0,34,0,6,0,12,22
"ENSG00000265843.2",0,0,1,1,3,0,0,0
"ENSG00000265844.1",0,1,0,0,0,1,0,0
"ENSG00000265845.2",1,1,1,0,5,2,2,0
"ENSG00000265855.1",0,0,0,0,1,0,1,0
"ENSG00000265863.1",1,1,1,4,1,2,0,4
"ENSG00000265867.1",3,3,2,1,0,4,1,0
"ENSG00000265874.1",0,0,0,1,1,0,0,0
"ENSG00000265882.2",1,0,0,1,0,0,0,1
"ENSG00000265885.2",0,0,1,0,0,1,0,0
"ENSG00000265905.2",1,0,6,0,2,3,2,2
"ENSG00000265907.1",1,1,0,0,0,0,0,0
"ENSG00000265908.1",0,1,2,2,1,0,2,2
"ENSG00000265912.1",3,2,1,2,9,1,3,3
"ENSG00000265917.1",1,2,4,1,0,0,2,0
"ENSG00000265918.2",0,1,0,0,1,0,0,0
"ENSG00000265933.5",4,2,3,5,3,4,4,4
"ENSG00000265936.1",1,0,0,0,2,1,0,1
"ENSG00000265939.1",5,1,4,6,5,7,3,4
"ENSG00000265942.2",0,0,0,1,1,0,0,1
"ENSG00000265943.1",2,0,2,1,3,5,2,3
"ENSG00000265948.1",0,3,4,1,3,6,0,6
"ENSG00000265962.1",4,5,12,7,4,5,7,3
"ENSG00000265971.1",0,1,1,1,0,0,0,1
"ENSG00000265972.5",17214,12278,22410,13601,12664,9061,17840,17876
"ENSG00000265982.1",4,2,1,2,2,4,4,3
"ENSG00000265992.1",17,21,51,12,33,50,19,19
"ENSG00000265996.1",1,2,1,2,1,0,1,1
"ENSG00000266010.1",15,11,27,4,21,8,11,10
"ENSG00000266013.1",3,5,4,2,3,4,0,1
"ENSG00000266016.3",0,0,0,0,0,2,0,0
"ENSG00000266017.1",0,1,0,0,1,0,0,0
"ENSG00000266028.7",1656,1195,1759,929,1726,1622,1434,1364
"ENSG00000266036.1",0,0,0,0,1,4,4,0
"ENSG00000266041.1",0,0,0,1,1,0,0,0
"ENSG00000266043.1",0,2,4,0,0,0,0,0
"ENSG00000266049.1",3,1,4,2,6,2,9,5
"ENSG00000266050.2",11,1,15,3,18,28,25,8
"ENSG00000266053.2",26,23,27,16,23,33,17,20
"ENSG00000266066.1",10,3,7,4,2,12,8,1
"ENSG00000266074.8",719,514,829,316,719,739,652,599
"ENSG00000266075.2",2,1,1,1,0,0,1,2
"ENSG00000266076.1",0,8,0,0,0,0,0,0
"ENSG00000266079.4",10,6,4,10,7,9,1,20
"ENSG00000266086.1",11,9,21,12,26,16,7,15
"ENSG00000266088.5",1,0,0,0,1,0,0,0
"ENSG00000266094.7",198,180,269,173,202,215,189,305
"ENSG00000266104.1",0,1,0,0,0,1,0,0
"ENSG00000266109.1",0,0,2,1,0,1,0,1
"ENSG00000266110.1",0,0,1,0,0,1,0,0
"ENSG00000266111.2",4,0,5,0,5,3,0,0
"ENSG00000266124.1",4,1,4,1,2,1,2,1
"ENSG00000266126.1",0,1,1,1,1,3,2,0
"ENSG00000266128.2",1,0,2,0,0,0,0,0
"ENSG00000266158.2",5,6,5,3,5,10,5,10
"ENSG00000266160.2",2,0,0,0,1,3,2,0
"ENSG00000266171.1",9,5,11,4,7,13,9,4
"ENSG00000266173.6",476,424,636,316,647,645,410,411
"ENSG00000266185.2",0,2,0,0,2,0,0,0
"ENSG00000266188.1",0,1,1,1,2,1,0,2
"ENSG00000266189.1",0,0,0,0,0,1,2,0
"ENSG00000266195.2",0,3,1,1,3,1,3,0
"ENSG00000266202.1",0,0,0,0,2,0,0,1
"ENSG00000266208.1",182,171,261,183,264,292,227,235
"ENSG00000266210.2",1,2,4,1,5,8,1,0
"ENSG00000266232.1",0,1,0,0,1,0,0,0
"ENSG00000266235.1",3,5,4,0,2,2,1,1
"ENSG00000266236.1",4,0,2,1,3,4,2,1
"ENSG00000266237.1",0,2,4,0,2,4,3,2
"ENSG00000266242.1",2,0,0,1,0,1,0,0
"ENSG00000266256.1",5,3,3,7,4,8,6,13
"ENSG00000266258.1",3,0,7,6,3,7,4,5
"ENSG00000266261.1",0,0,1,0,0,1,1,0
"ENSG00000266265.2",2,0,5,0,0,1,13,3
"ENSG00000266268.5",0,0,1,0,1,0,0,0
"ENSG00000266270.1",1,0,0,0,0,1,0,0
"ENSG00000266274.2",0,0,0,1,0,0,1,0
"ENSG00000266278.1",2,2,1,2,6,2,6,2
"ENSG00000266283.1",1,1,0,3,0,0,4,0
"ENSG00000266289.1",1,3,1,3,5,13,3,3
"ENSG00000266290.1",3,3,4,2,4,10,3,1
"ENSG00000266297.1",0,0,0,1,1,0,0,0
"ENSG00000266302.6",19,29,82,65,140,188,165,131
"ENSG00000266304.1",0,0,0,1,0,0,1,1
"ENSG00000266308.2",0,0,4,2,1,0,3,0
"ENSG00000266311.6",0,0,1,0,1,1,0,0
"ENSG00000266313.1",4,2,5,0,1,3,1,0
"ENSG00000266317.2",1,0,0,0,1,0,0,0
"ENSG00000266338.6",1446,1307,1671,980,1775,1986,1427,1414
"ENSG00000266340.1",81,66,81,39,97,115,68,39
"ENSG00000266368.1",1,2,0,1,0,4,1,0
"ENSG00000266371.1",2,3,2,3,3,10,1,4
"ENSG00000266373.1",0,0,0,0,0,2,0,0
"ENSG00000266378.1",2,1,3,1,3,2,4,4
"ENSG00000266385.1",2,1,4,0,2,5,1,4
"ENSG00000266392.1",0,0,0,2,0,0,1,0
"ENSG00000266397.1",0,0,1,0,1,0,0,0
"ENSG00000266401.1",0,1,0,1,0,0,0,0
"ENSG00000266402.3",2,2,1,2,1,6,4,1
"ENSG00000266405.3",38,21,29,26,31,18,32,29
"ENSG00000266411.1",0,0,1,0,1,3,1,0
"ENSG00000266412.5",4354,3476,4456,2617,5121,5041,3615,3546
"ENSG00000266420.2",1,1,1,0,1,3,1,2
"ENSG00000266433.6",19,15,22,10,12,12,12,4
"ENSG00000266441.1",6,6,7,2,6,3,3,7
"ENSG00000266445.1",1,2,2,0,5,3,5,0
"ENSG00000266446.1",0,0,1,1,1,3,3,1
"ENSG00000266456.1",21,13,27,3,23,22,19,11
"ENSG00000266469.1",165,149,194,119,204,225,179,165
"ENSG00000266472.5",766,766,942,551,956,1172,719,809
"ENSG00000266473.1",3,2,6,3,7,3,0,3
"ENSG00000266486.1",1,0,0,0,7,3,2,3
"ENSG00000266489.1",4,1,7,2,3,2,5,1
"ENSG00000266490.1",8,10,20,21,13,14,8,18
"ENSG00000266495.1",2,0,6,0,2,0,2,0
"ENSG00000266497.1",4,0,1,0,2,2,1,1
"ENSG00000266498.1",1,0,0,0,2,0,0,0
"ENSG00000266504.1",4,0,1,0,2,2,1,1
"ENSG00000266505.1",2,2,1,0,3,0,0,0
"ENSG00000266522.1",0,0,1,0,2,1,0,0
"ENSG00000266524.2",6814,3681,5677,1494,2511,3009,7451,3246
"ENSG00000266527.1",2,2,2,0,2,0,0,0
"ENSG00000266538.1",1,2,2,0,4,10,0,3
"ENSG00000266541.1",4,3,7,1,4,2,3,2
"ENSG00000266553.2",2,4,8,5,9,18,10,13
"ENSG00000266554.1",3,0,14,6,2,3,3,0
"ENSG00000266555.1",0,0,1,0,0,0,1,1
"ENSG00000266569.2",3,2,7,0,1,4,0,1
"ENSG00000266573.5",3,0,7,1,4,1,2,1
"ENSG00000266578.1",1,0,1,0,0,1,0,0
"ENSG00000266588.1",0,0,1,0,1,1,0,1
"ENSG00000266589.1",0,0,0,0,0,1,1,0
"ENSG00000266601.1",2,0,3,0,1,5,2,4
"ENSG00000266618.1",0,0,0,1,0,0,1,0
"ENSG00000266627.2",1,3,0,0,0,0,0,0
"ENSG00000266640.1",1,0,4,0,0,3,1,0
"ENSG00000266642.2",0,0,19,14,5,1,12,2
"ENSG00000266643.1",1,1,1,0,1,0,2,0
"ENSG00000266644.1",5,7,2,4,16,15,3,3
"ENSG00000266651.1",3,1,1,0,0,5,1,3
"ENSG00000266654.1",2,6,4,1,3,2,2,1
"ENSG00000266655.1",2,0,0,0,1,0,0,0
"ENSG00000266664.1",0,1,0,2,0,0,1,0
"ENSG00000266667.1",0,0,0,0,0,1,0,1
"ENSG00000266677.1",9,4,3,5,11,4,5,3
"ENSG00000266680.1",23,10,33,16,35,31,31,6
"ENSG00000266708.1",3,4,0,1,5,1,0,4
"ENSG00000266709.1",8,6,10,8,7,15,9,6
"ENSG00000266710.2",0,2,4,2,1,7,4,0
"ENSG00000266712.3",0,0,0,2,0,1,2,1
"ENSG00000266714.7",165,185,141,95,77,132,102,118
"ENSG00000266717.1",2,0,3,1,1,1,0,2
"ENSG00000266718.1",1,6,8,2,5,5,3,6
"ENSG00000266720.2",0,0,0,0,0,1,0,1
"ENSG00000266728.5",3,0,0,0,0,0,1,0
"ENSG00000266733.5",4,8,4,3,7,10,9,7
"ENSG00000266738.1",0,1,0,0,1,0,0,0
"ENSG00000266744.1",0,1,0,0,1,0,0,0
"ENSG00000266745.1",1,0,1,0,1,0,0,1
"ENSG00000266750.1",1,1,0,0,3,0,0,0
"ENSG00000266751.1",3,1,8,0,12,10,6,4
"ENSG00000266754.2",0,0,0,2,3,0,3,2
"ENSG00000266770.2",0,0,0,0,3,6,0,3
"ENSG00000266777.1",19,15,15,14,29,36,14,20
"ENSG00000266783.1",3,0,4,2,5,2,4,1
"ENSG00000266801.1",1,1,1,1,3,5,0,2
"ENSG00000266803.1",1,0,1,0,0,0,0,0
"ENSG00000266805.1",1,1,3,1,2,0,0,3
"ENSG00000266820.1",56,69,71,44,73,83,42,93
"ENSG00000266821.1",5,11,9,2,6,12,8,2
"ENSG00000266824.1",0,0,1,2,0,5,0,0
"ENSG00000266828.2",0,0,0,0,0,0,1,3
"ENSG00000266835.5",26,19,30,27,48,37,26,27
"ENSG00000266844.1",2,1,0,0,1,1,0,0
"ENSG00000266850.1",1,1,2,2,0,2,3,0
"ENSG00000266852.2",1,2,3,4,3,11,2,1
"ENSG00000266853.1",1,0,0,0,5,0,0,0
"ENSG00000266863.2",3,4,3,2,6,0,2,0
"ENSG00000266865.6",50,21,56,18,57,44,48,28
"ENSG00000266869.1",0,1,0,0,2,0,3,0
"ENSG00000266872.1",0,0,15,7,16,0,0,0
"ENSG00000266875.2",0,0,0,0,0,1,0,1
"ENSG00000266876.1",0,0,2,0,0,1,1,3
"ENSG00000266877.1",1,0,3,3,3,5,7,3
"ENSG00000266885.2",0,1,1,0,2,0,0,1
"ENSG00000266891.1",4,3,0,0,0,0,1,0
"ENSG00000266896.1",14,9,12,8,13,7,8,4
"ENSG00000266897.1",0,1,3,1,0,2,1,0
"ENSG00000266899.2",1,0,0,0,1,0,0,0
"ENSG00000266903.1",7,6,13,1,6,10,5,10
"ENSG00000266904.5",57,33,84,58,57,68,61,30
