"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"A_24_P350200"	"1"	"0.898853"	"-0.132502"	"-4.61"	"-0.08817965"	""	""
"A_32_P165330"	"1"	"0.898857"	"0.1324967"	"-4.61"	"0.10504265"	"TTC3"	"tetratricopeptide repeat domain 3"
"A_23_P87941"	"1"	"0.898875"	"0.1324727"	"-4.61"	"0.08268653"	"ALDH1L2"	"aldehyde dehydrogenase 1 family member L2"
"A_32_P377032"	"1"	"0.898891"	"0.1324526"	"-4.61"	"0.07795565"	"LINC00471"	"long intergenic non-protein coding RNA 471"
"A_24_P75879"	"1"	"0.898899"	"-0.1324422"	"-4.61"	"-0.09422453"	"SEPT7P2"	"septin 7 pseudogene 2"
"A_23_P209805"	"1"	"0.898929"	"0.1324017"	"-4.61"	"0.06144669"	"NAB1"	"NGFI-A binding protein 1"
"A_32_P34696"	"1"	"0.89893"	"0.1324002"	"-4.61"	"0.06845476"	""	""
"A_23_P63243"	"1"	"0.898938"	"0.13239"	"-4.61"	"0.0636377"	"C1orf43"	"chromosome 1 open reading frame 43"
"A_24_P388502"	"1"	"0.898939"	"0.1323895"	"-4.61"	"0.08265035"	"MTMR14"	"myotubularin related protein 14"
"A_32_P209148"	"1"	"0.89894"	"0.1323876"	"-4.61"	"0.08032846"	"CEP83-AS1"	"CEP83 antisense RNA 1 (head to head)"
"A_24_P145307"	"1"	"0.898957"	"-0.1323653"	"-4.61"	"-0.07341869"	""	""
"A_23_P46396"	"1"	"0.898959"	"0.132362"	"-4.61"	"0.06571387"	"PTBP2"	"polypyrimidine tract binding protein 2"
"A_23_P215331"	"1"	"0.898973"	"-0.1323443"	"-4.61"	"-0.07534058"	"CRHR2"	"corticotropin releasing hormone receptor 2"
"A_23_P141706"	"1"	"0.898996"	"-0.1323135"	"-4.61"	"-0.09367213"	"TCEB3B"	"transcription elongation factor B subunit 3B"
"A_24_P282083"	"1"	"0.899023"	"-0.1322787"	"-4.61"	"-0.07442545"	""	""
"A_23_P359131"	"1"	"0.899074"	"0.1322106"	"-4.61"	"0.08026935"	"NIPA1"	"non imprinted in Prader-Willi/Angelman syndrome 1"
"A_23_P90320"	"1"	"0.899085"	"-0.132196"	"-4.61"	"-0.10543455"	"ZNF221"	"zinc finger protein 221"
"A_23_P313588"	"1"	"0.899098"	"-0.1321786"	"-4.61"	"-0.08858581"	"TMPRSS6"	"transmembrane protease, serine 6"
"A_23_P130537"	"1"	"0.899104"	"0.1321708"	"-4.61"	"0.10533379"	"ICAM4"	"intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)"
"A_23_P8055"	"1"	"0.89911"	"-0.1321634"	"-4.61"	"-0.07155654"	"NRM"	"nurim (nuclear envelope membrane protein)"
"A_32_P32653"	"1"	"0.899124"	"-0.1321454"	"-4.61"	"-0.06823204"	"SENP5"	"SUMO1/sentrin specific peptidase 5"
"A_23_P66289"	"1"	"0.899144"	"-0.1321185"	"-4.61"	"-0.06325905"	"ZNF668"	"zinc finger protein 668"
"A_32_P379379"	"1"	"0.899155"	"-0.1321045"	"-4.61"	"-0.060099"	"ATG9B"	"autophagy related 9B"
"A_32_P420563"	"1"	"0.899167"	"0.1320883"	"-4.61"	"0.06230384"	"RNF215"	"ring finger protein 215"
"A_23_P251186"	"1"	"0.899172"	"-0.132082"	"-4.61"	"-0.06398678"	"PROSC"	"proline synthetase cotranscribed homolog (bacterial)"
"A_24_P716249"	"1"	"0.899187"	"0.1320623"	"-4.61"	"0.08180581"	""	""
"A_23_P307563"	"1"	"0.899196"	"-0.1320498"	"-4.61"	"-0.0666397"	"KALRN"	"kalirin, RhoGEF kinase"
"A_23_P404606"	"1"	"0.899219"	"-0.1320202"	"-4.61"	"-0.06918177"	"CREBRF"	"CREB3 regulatory factor"
"A_24_P353289"	"1"	"0.899266"	"0.1319581"	"-4.61"	"0.05996425"	"GUCD1"	"guanylyl cyclase domain containing 1"
"A_32_P175957"	"1"	"0.899299"	"-0.1319142"	"-4.61"	"-0.06111623"	""	""
"A_23_P250644"	"1"	"0.899309"	"-0.1319013"	"-4.61"	"-0.06671908"	"CDKN2AIPNL"	"CDKN2A interacting protein N-terminal like"
"A_23_P82324"	"1"	"0.899344"	"0.131855"	"-4.61"	"0.07452922"	"CARD11"	"caspase recruitment domain family member 11"
"A_32_P36552"	"1"	"0.899347"	"0.1318503"	"-4.61"	"0.07265956"	""	""
"A_24_P282237"	"1"	"0.899402"	"-0.1317784"	"-4.61"	"-0.06404195"	"PRIM2"	"primase (DNA) subunit 2"
"A_32_P13719"	"1"	"0.899416"	"0.1317601"	"-4.61"	"0.10717733"	"XPOT"	"exportin for tRNA"
"A_24_P241318"	"1"	"0.899422"	"0.1317514"	"-4.61"	"0.09480773"	"DCAF4"	"DDB1 and CUL4 associated factor 4"
"A_23_P327643"	"1"	"0.899445"	"0.131721"	"-4.61"	"0.11057037"	""	""
"A_24_P694820"	"1"	"0.899449"	"0.1317169"	"-4.61"	"0.07777342"	""	""
"A_32_P103776"	"1"	"0.899498"	"-0.1316521"	"-4.61"	"-0.07070927"	""	""
"A_23_P5281"	"1"	"0.899517"	"0.1316272"	"-4.61"	"0.08851337"	"LYL1"	"LYL1, basic helix-loop-helix family member"
"A_23_P344673"	"1"	"0.899522"	"-0.1316201"	"-4.61"	"-0.12511773"	"HAGLR"	"HOXD antisense growth-associated long non-coding RNA"
"A_32_P183609"	"1"	"0.899528"	"-0.1316119"	"-4.61"	"-0.06394632"	"ASB1"	"ankyrin repeat and SOCS box containing 1"
"A_23_P360874"	"1"	"0.899532"	"-0.1316073"	"-4.61"	"-0.07908969"	"LRWD1"	"leucine rich repeats and WD repeat domain containing 1"
"A_24_P943472"	"1"	"0.89957"	"0.1315562"	"-4.61"	"0.06559155"	"NR1D2"	"nuclear receptor subfamily 1 group D member 2"
"A_23_P170491"	"1"	"0.899576"	"-0.1315494"	"-4.61"	"-0.061568"	"TRAIP"	"TRAF interacting protein"
"A_23_P53247"	"1"	"0.899604"	"0.1315125"	"-4.61"	"0.09554039"	"DTX3"	"deltex E3 ubiquitin ligase 3"
"A_24_P544882"	"1"	"0.899606"	"-0.1315091"	"-4.61"	"-0.08469397"	"SSR1"	"signal sequence receptor subunit 1"
"A_24_P68183"	"1"	"0.899607"	"0.1315082"	"-4.61"	"0.12368812"	"EGFEM1P"	"EGF like and EMI domain containing 1, pseudogene"
"A_23_P202258"	"1"	"0.899613"	"-0.1315004"	"-4.61"	"-0.05940007"	"TFAM"	"transcription factor A, mitochondrial"
"A_23_P163732"	"1"	"0.899624"	"0.1314856"	"-4.61"	"0.07343149"	"GGA2"	"golgi associated, gamma adaptin ear containing, ARF binding protein 2"
"A_24_P405298"	"1"	"0.899675"	"0.1314186"	"-4.61"	"0.05953962"	"PPP1CB"	"protein phosphatase 1 catalytic subunit beta"
"A_24_P59247"	"1"	"0.899676"	"-0.1314165"	"-4.61"	"-0.07566877"	""	""
"A_32_P141276"	"1"	"0.899681"	"0.131411"	"-4.61"	"0.06558103"	"EIF3A"	"eukaryotic translation initiation factor 3 subunit A"
"A_23_P26522"	"1"	"0.899688"	"-0.131401"	"-4.61"	"-0.06258642"	"AQP8"	"aquaporin 8"
"A_23_P14559"	"1"	"0.899728"	"-0.1313481"	"-4.61"	"-0.0780763"	"RIPK3"	"receptor interacting serine/threonine kinase 3"
"A_23_P46017"	"1"	"0.899737"	"0.1313371"	"-4.61"	"0.05956511"	"KYAT3"	"kynurenine aminotransferase 3"
"A_24_P205874"	"1"	"0.899754"	"0.1313138"	"-4.61"	"0.06825885"	"SEC22C"	"SEC22 homolog C, vesicle trafficking protein"
"A_23_P13202"	"1"	"0.899784"	"-0.1312746"	"-4.61"	"-0.14028035"	""	""
"A_24_P287272"	"1"	"0.899815"	"-0.1312332"	"-4.61"	"-0.08677816"	"NBPF1"	"neuroblastoma breakpoint family member 1"
"A_23_P63557"	"1"	"0.899838"	"0.1312027"	"-4.61"	"0.10921042"	"CNTN2"	"contactin 2"
"A_23_P60753"	"1"	"0.899858"	"0.1311772"	"-4.61"	"0.06097685"	""	""
"A_24_P462725"	"1"	"0.899866"	"0.1311661"	"-4.61"	"0.08485636"	""	""
"A_24_P417007"	"1"	"0.89987"	"0.1311615"	"-4.61"	"0.05998237"	"POLR2F"	"RNA polymerase II subunit F"
"A_24_P84540"	"1"	"0.89987"	"-0.1311605"	"-4.61"	"-0.06728688"	"MLLT10"	"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10"
"A_24_P116710"	"1"	"0.899873"	"0.1311572"	"-4.61"	"0.11635019"	"RAMP2"	"receptor activity modifying protein 2"
"A_23_P20852"	"1"	"0.899876"	"-0.1311528"	"-4.61"	"-0.05975065"	"AUH"	"AU RNA binding methylglutaconyl-CoA hydratase"
"A_32_P3385"	"1"	"0.899888"	"0.1311378"	"-4.61"	"0.06633167"	"TRAM2-AS1"	"TRAM2 antisense RNA 1 (head to head)"
"A_32_P69475"	"1"	"0.899897"	"-0.1311253"	"-4.61"	"-0.07855847"	"LNPEP"	"leucyl and cystinyl aminopeptidase"
"A_24_P582705"	"1"	"0.899905"	"0.1311144"	"-4.61"	"0.07527808"	"KCNB1"	"potassium voltage-gated channel subfamily B member 1"
"A_23_P169233"	"1"	"0.899933"	"0.1310786"	"-4.61"	"0.07230851"	"ZNF510"	"zinc finger protein 510"
"A_23_P133842"	"1"	"0.89994"	"0.1310691"	"-4.61"	"0.08115938"	"HIST1H1T"	"histone cluster 1, H1t"
"A_24_P222911"	"1"	"0.899948"	"-0.1310586"	"-4.61"	"-0.06424663"	"SRSF7"	"serine and arginine rich splicing factor 7"
"A_23_P37237"	"1"	"0.899981"	"0.1310151"	"-4.61"	"0.06150099"	"CHURC1"	"churchill domain containing 1"
"A_24_P328231"	"1"	"0.900001"	"-0.1309878"	"-4.61"	"-0.09810178"	"CPSF3L"	"cleavage and polyadenylation specific factor 3-like"
"A_24_P80532"	"1"	"0.900018"	"0.1309664"	"-4.61"	"0.16564935"	"CCNG2"	"cyclin G2"
"A_24_P357468"	"1"	"0.900046"	"0.1309292"	"-4.61"	"0.07517041"	""	""
"A_23_P354326"	"1"	"0.900061"	"-0.1309097"	"-4.61"	"-0.06198246"	"FLJ31713"	"uncharacterized protein FLJ31713"
"A_32_P93187"	"1"	"0.900066"	"-0.130903"	"-4.61"	"-0.06038013"	"SMARCA5"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5"
"A_24_P621853"	"1"	"0.900075"	"0.1308912"	"-4.61"	"0.07855504"	""	""
"A_23_P211468"	"1"	"0.900088"	"-0.1308741"	"-4.61"	"-0.09367029"	""	""
"A_32_P150950"	"1"	"0.900102"	"-0.1308549"	"-4.61"	"-0.09539838"	""	""
"A_23_P73097"	"1"	"0.900109"	"-0.1308465"	"-4.61"	"-0.11301265"	"RGS20"	"regulator of G-protein signaling 20"
"A_32_P163368"	"1"	"0.900136"	"-0.1308107"	"-4.61"	"-0.061854"	""	""
"A_32_P223173"	"1"	"0.900141"	"0.1308043"	"-4.61"	"0.06067291"	""	""
"A_24_P942250"	"1"	"0.900215"	"-0.1307066"	"-4.61"	"-0.06329153"	"CHD9"	"chromodomain helicase DNA binding protein 9"
"A_23_P12992"	"1"	"0.900259"	"0.1306478"	"-4.61"	"0.05956453"	"TRMT112"	"tRNA methyltransferase 11-2 homolog (S. cerevisiae)"
"A_24_P314585"	"1"	"0.900284"	"0.130615"	"-4.61"	"0.0737539"	"ERAS"	"ES cell expressed Ras"
"A_23_P421379"	"1"	"0.900288"	"-0.13061"	"-4.61"	"-0.11733665"	"IGF2"	"insulin like growth factor 2"
"A_23_P100486"	"1"	"0.900312"	"0.1305787"	"-4.61"	"0.06063275"	"VKORC1"	"vitamin K epoxide reductase complex subunit 1"
"A_24_P649327"	"1"	"0.900323"	"0.1305633"	"-4.61"	"0.10250112"	"HERC2P7"	"hect domain and RLD 2 pseudogene 7"
"A_24_P307195"	"1"	"0.900331"	"0.1305526"	"-4.61"	"0.08994576"	"AASDH"	"aminoadipate-semialdehyde dehydrogenase"
"A_24_P287075"	"1"	"0.9004"	"-0.1304628"	"-4.61"	"-0.0586172"	"MAP4K2"	"mitogen-activated protein kinase kinase kinase kinase 2"
"A_23_P39925"	"1"	"0.900435"	"-0.1304156"	"-4.61"	"-0.07142157"	"DYSF"	"dysferlin"
"A_24_P930415"	"1"	"0.900441"	"0.1304083"	"-4.61"	"0.08101206"	"SPRN"	"shadow of prion protein homolog (zebrafish)"
"A_23_P321892"	"1"	"0.900492"	"-0.1303412"	"-4.61"	"-0.05972886"	"HRG"	"histidine rich glycoprotein"
"A_23_P125809"	"1"	"0.900497"	"-0.1303347"	"-4.61"	"-0.0852778"	"ZCCHC12"	"zinc finger CCHC-type containing 12"
"A_23_P502314"	"1"	"0.900522"	"0.130302"	"-4.61"	"0.06678669"	"ADGRE5"	"adhesion G protein-coupled receptor E5"
"A_24_P350307"	"1"	"0.900538"	"-0.1302806"	"-4.61"	"-0.0703716"	""	""
"A_32_P172779"	"1"	"0.900573"	"-0.1302344"	"-4.61"	"-0.08756453"	""	""
"A_23_P333552"	"1"	"0.900582"	"0.1302227"	"-4.61"	"0.0639869"	"GGN"	"gametogenetin"
"A_23_P168864"	"1"	"0.900584"	"-0.13022"	"-4.61"	"-0.10898071"	"ZNF16"	"zinc finger protein 16"
"A_23_P123242"	"1"	"0.900605"	"-0.1301915"	"-4.61"	"-0.13768793"	"RBAK"	"RB associated KRAB zinc finger"
"A_23_P55468"	"1"	"0.900606"	"0.13019"	"-4.61"	"0.06535391"	"TIMM22"	"translocase of inner mitochondrial membrane 22 homolog (yeast)"
"A_24_P297798"	"1"	"0.900615"	"-0.1301792"	"-4.61"	"-0.07147259"	""	""
"A_23_P431981"	"1"	"0.900623"	"0.1301686"	"-4.61"	"0.06475589"	"HMGXB4"	"HMG-box containing 4"
"A_23_P202143"	"1"	"0.900635"	"0.1301526"	"-4.61"	"0.06726278"	"NOLC1"	"nucleolar and coiled-body phosphoprotein 1"
"A_24_P273523"	"1"	"0.900639"	"-0.1301467"	"-4.61"	"-0.08582833"	""	""
"A_23_P99967"	"1"	"0.900654"	"0.1301267"	"-4.61"	"0.06098067"	"BBS4"	"Bardet-Biedl syndrome 4"
"A_23_P159927"	"1"	"0.90068"	"0.1300937"	"-4.61"	"0.1414025"	"ARHGAP4"	"Rho GTPase activating protein 4"
"A_24_P25252"	"1"	"0.900681"	"-0.1300911"	"-4.61"	"-0.06788969"	"ANKRD12"	"ankyrin repeat domain 12"
"A_24_P381164"	"1"	"0.900693"	"-0.1300761"	"-4.61"	"-0.05970618"	"TTC17"	"tetratricopeptide repeat domain 17"
"A_32_P133884"	"1"	"0.900747"	"-0.1300053"	"-4.61"	"-0.05886715"	"TUSC1"	"tumor suppressor candidate 1"
"A_32_P34480"	"1"	"0.900751"	"0.1299994"	"-4.61"	"0.05926929"	""	""
"A_23_P77847"	"1"	"0.900772"	"0.1299723"	"-4.61"	"0.05900822"	"GRB2"	"growth factor receptor bound protein 2"
"A_23_P132388"	"1"	"0.90082"	"-0.1299091"	"-4.61"	"-0.0857983"	"SCO2"	"SCO2 cytochrome c oxidase assembly protein"
"A_24_P186204"	"1"	"0.900821"	"0.1299076"	"-4.61"	"0.0880939"	"ADAT2"	"adenosine deaminase, tRNA specific 2"
"A_24_P273360"	"1"	"0.900834"	"0.1298903"	"-4.61"	"0.05986214"	""	""
"A_23_P211064"	"1"	"0.90086"	"-0.1298557"	"-4.61"	"-0.06697877"	"PAXBP1"	"PAX3 and PAX7 binding protein 1"
"A_24_P930283"	"1"	"0.900869"	"0.1298435"	"-4.61"	"0.06005652"	""	""
"A_23_P78244"	"1"	"0.900875"	"0.1298357"	"-4.61"	"0.08974385"	"LOC100287525"	"uncharacterized LOC100287525"
"A_24_P378302"	"1"	"0.90089"	"0.1298156"	"-4.61"	"0.06894758"	"ANP32A-IT1"	"ANP32A intronic transcript 1"
"A_24_P325287"	"1"	"0.900894"	"0.1298105"	"-4.61"	"0.09309942"	"ZFP91"	"ZFP91 zinc finger protein"
"A_24_P337140"	"1"	"0.900908"	"-0.1297921"	"-4.61"	"-0.06136719"	"ABHD14B"	"abhydrolase domain containing 14B"
"A_23_P202510"	"1"	"0.900913"	"0.1297863"	"-4.61"	"0.0725921"	"ASB13"	"ankyrin repeat and SOCS box containing 13"
"A_24_P372562"	"1"	"0.900914"	"0.1297852"	"-4.61"	"0.05930708"	"PTPMT1"	"protein tyrosine phosphatase, mitochondrial 1"
"A_32_P95537"	"1"	"0.900915"	"-0.1297838"	"-4.61"	"-0.06231026"	"LSM12"	"LSM12 homolog"
"A_32_P308779"	"1"	"0.900929"	"0.1297645"	"-4.61"	"0.06138005"	"ZNF620"	"zinc finger protein 620"
"A_23_P149975"	"1"	"0.900964"	"-0.1297182"	"-4.61"	"-0.06489132"	"FAM107B"	"family with sequence similarity 107 member B"
"A_23_P27075"	"1"	"0.900972"	"0.1297083"	"-4.61"	"0.08132736"	"GABARAP"	"GABA type A receptor-associated protein"
"A_23_P259451"	"1"	"0.900974"	"-0.1297058"	"-4.61"	"-0.06055247"	"LSM6"	"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated"
"A_24_P176173"	"1"	"0.900975"	"-0.1297044"	"-4.61"	"-0.07591415"	"LTBP2"	"latent transforming growth factor beta binding protein 2"
"A_23_P202696"	"1"	"0.900977"	"-0.1297015"	"-4.61"	"-0.05906727"	"KBTBD4"	"kelch repeat and BTB domain containing 4"
"A_23_P137173"	"1"	"0.900977"	"0.1297012"	"-4.61"	"0.05850223"	"TMSB15A"	"thymosin beta 15a"
"A_23_P101480"	"1"	"0.900992"	"0.1296822"	"-4.61"	"0.09097395"	"MAST1"	"microtubule associated serine/threonine kinase 1"
"A_24_P56407"	"1"	"0.901033"	"-0.1296283"	"-4.61"	"-0.06573138"	"FCF1"	"FCF1 rRNA-processing protein"
"A_24_P402510"	"1"	"0.901041"	"0.1296167"	"-4.61"	"0.0816043"	"SAMD11"	"sterile alpha motif domain containing 11"
"A_32_P227027"	"1"	"0.901043"	"-0.1296144"	"-4.61"	"-0.06337745"	""	""
"A_24_P219266"	"1"	"0.901049"	"0.1296064"	"-4.61"	"0.0591049"	"LRRC57"	"leucine rich repeat containing 57"
"A_23_P300070"	"1"	"0.901064"	"-0.1295866"	"-4.61"	"-0.07035805"	"IQCG"	"IQ motif containing G"
"A_32_P26034"	"1"	"0.901099"	"0.1295412"	"-4.61"	"0.06746671"	""	""
"A_24_P363615"	"1"	"0.901112"	"-0.129524"	"-4.61"	"-0.07847786"	"MTPN"	"myotrophin"
"A_23_P430758"	"1"	"0.90118"	"-0.1294337"	"-4.61"	"-0.07962465"	"CDC42SE2"	"CDC42 small effector 2"
"A_23_P152107"	"1"	"0.901272"	"0.1293121"	"-4.61"	"0.05802067"	"UBE2I"	"ubiquitin conjugating enzyme E2 I"
"A_23_P380939"	"1"	"0.901274"	"0.1293102"	"-4.61"	"0.15409903"	"BMP8B"	"bone morphogenetic protein 8b"
"A_32_P211558"	"1"	"0.901314"	"-0.1292577"	"-4.61"	"-0.10633685"	""	""
"A_23_P143034"	"1"	"0.901321"	"-0.1292478"	"-4.61"	"-0.08878923"	""	""
"A_24_P268917"	"1"	"0.901327"	"-0.1292405"	"-4.61"	"-0.06776132"	"RAB33B"	"RAB33B, member RAS oncogene family"
"A_24_P940434"	"1"	"0.901355"	"0.1292031"	"-4.61"	"0.11844091"	"LOC100996455"	"uncharacterized LOC100996455"
"A_23_P87513"	"1"	"0.901357"	"0.1292002"	"-4.61"	"0.07113468"	"ATP6V0A2"	"ATPase H+ transporting V0 subunit a2"
"A_32_P827528"	"1"	"0.901365"	"0.1291897"	"-4.61"	"0.05919192"	"S1PR2"	"sphingosine-1-phosphate receptor 2"
"A_23_P205929"	"1"	"0.901383"	"-0.129166"	"-4.61"	"-0.0590682"	"DPP8"	"dipeptidyl peptidase 8"
"A_23_P70371"	"1"	"0.901386"	"-0.1291625"	"-4.61"	"-0.05989883"	"PHF3"	"PHD finger protein 3"
"A_24_P262221"	"1"	"0.9014"	"0.1291442"	"-4.61"	"0.05942976"	"ZNRF1"	"zinc and ring finger 1, E3 ubiquitin protein ligase"
"A_32_P33576"	"1"	"0.901402"	"0.1291416"	"-4.61"	"0.14034244"	"OPRK1"	"opioid receptor kappa 1"
"A_23_P37475"	"1"	"0.901405"	"0.1291372"	"-4.61"	"0.06971928"	"VWA9"	"von Willebrand factor A domain containing 9"
"A_23_P9152"	"1"	"0.901407"	"-0.1291348"	"-4.61"	"-0.07784215"	"RCL1"	"RNA terminal phosphate cyclase like 1"
"A_23_P306867"	"1"	"0.901407"	"-0.1291341"	"-4.61"	"-0.06864794"	"NR4A3"	"nuclear receptor subfamily 4 group A member 3"
"A_23_P105545"	"1"	"0.901429"	"0.1291062"	"-4.61"	"0.07376806"	"VAMP1"	"vesicle associated membrane protein 1"
"A_23_P37897"	"1"	"0.901433"	"-0.1291004"	"-4.61"	"-0.06621548"	"C16orf62"	"chromosome 16 open reading frame 62"
"A_23_P124300"	"1"	"0.901447"	"-0.129082"	"-4.61"	"-0.13950622"	"BCO1"	"beta-carotene oxygenase 1"
"A_23_P135364"	"1"	"0.901471"	"0.1290506"	"-4.61"	"0.061995"	"DTYMK"	"deoxythymidylate kinase"
"A_24_P491923"	"1"	"0.901472"	"-0.1290486"	"-4.61"	"-0.05844539"	""	""
"A_23_P428835"	"1"	"0.901476"	"-0.1290437"	"-4.61"	"-0.07029321"	"PHF20"	"PHD finger protein 20"
"A_24_P903378"	"1"	"0.901485"	"-0.1290317"	"-4.61"	"-0.08598047"	""	""
"A_23_P110167"	"1"	"0.901492"	"0.129023"	"-4.61"	"0.06022117"	"MGST2"	"microsomal glutathione S-transferase 2"
"A_24_P102362"	"1"	"0.901549"	"-0.1289476"	"-4.61"	"-0.05780268"	"ZNF48"	"zinc finger protein 48"
"A_23_P12140"	"1"	"0.901579"	"-0.1289075"	"-4.61"	"-0.05780125"	"RPL5"	"ribosomal protein L5"
"A_24_P940615"	"1"	"0.901581"	"0.1289056"	"-4.61"	"0.08625867"	"DNAH17"	"dynein axonemal heavy chain 17"
"A_24_P628384"	"1"	"0.901627"	"0.1288441"	"-4.61"	"0.07359463"	"ALKBH2"	"alkB homolog 2, alpha-ketoglutarate dependent dioxygenase"
"A_32_P152603"	"1"	"0.901628"	"-0.1288437"	"-4.61"	"-0.08457854"	""	""
"A_23_P377830"	"1"	"0.901644"	"-0.1288219"	"-4.61"	"-0.05890982"	"ANAPC5"	"anaphase promoting complex subunit 5"
"A_23_P163475"	"1"	"0.901649"	"0.1288159"	"-4.61"	"0.0581908"	"C15orf52"	"chromosome 15 open reading frame 52"
"A_24_P8257"	"1"	"0.901653"	"0.12881"	"-4.61"	"0.086545"	""	""
"A_24_P219114"	"1"	"0.901679"	"-0.1287765"	"-4.61"	"-0.0709755"	"SEL1L"	"SEL1L ERAD E3 ligase adaptor subunit"
"A_23_P348323"	"1"	"0.901699"	"-0.1287501"	"-4.61"	"-0.06492333"	"PCGF2"	"polycomb group ring finger 2"
"A_24_P376707"	"1"	"0.901748"	"0.1286846"	"-4.61"	"0.05825753"	"HDGF"	"hepatoma-derived growth factor"
"A_32_P144920"	"1"	"0.901749"	"-0.1286836"	"-4.61"	"-0.07919552"	"NECAP1"	"NECAP endocytosis associated 1"
"A_23_P316472"	"1"	"0.901775"	"0.1286499"	"-4.61"	"0.07732598"	"DNHD1"	"dynein heavy chain domain 1"
"A_23_P148600"	"1"	"0.901779"	"-0.1286447"	"-4.61"	"-0.06577565"	"INE1"	"inactivation escape 1 (non-protein coding)"
"A_24_P268993"	"1"	"0.901781"	"-0.1286411"	"-4.61"	"-0.06198795"	"LEAP2"	"liver enriched antimicrobial peptide 2"
"A_32_P139229"	"1"	"0.901828"	"0.1285803"	"-4.61"	"0.06147556"	"ZNF543"	"zinc finger protein 543"
"A_23_P86054"	"1"	"0.90184"	"0.1285635"	"-4.61"	"0.06480902"	"WDTC1"	"WD and tetratricopeptide repeats 1"
"A_24_P873764"	"1"	"0.901853"	"0.1285463"	"-4.61"	"0.05859653"	"BCR"	"BCR, RhoGEF and GTPase activating protein"
"A_23_P56328"	"1"	"0.901908"	"-0.1284737"	"-4.61"	"-0.08875974"	"PLVAP"	"plasmalemma vesicle associated protein"
"A_24_P96474"	"1"	"0.901917"	"-0.1284628"	"-4.61"	"-0.05976857"	"LDOC1L"	"leucine zipper down-regulated in cancer 1 like"
"A_32_P121350"	"1"	"0.901925"	"-0.1284516"	"-4.61"	"-0.08762035"	""	""
"A_23_P416089"	"1"	"0.901964"	"-0.1284003"	"-4.61"	"-0.06705063"	"PROKR1"	"prokineticin receptor 1"
"A_24_P660811"	"1"	"0.901968"	"0.1283957"	"-4.61"	"0.06383032"	""	""
"A_23_P409945"	"1"	"0.901978"	"0.1283822"	"-4.61"	"0.05920366"	"OAZ1"	"ornithine decarboxylase antizyme 1"
"A_24_P931201"	"1"	"0.901984"	"-0.128374"	"-4.61"	"-0.07279795"	""	""
"A_23_P122481"	"1"	"0.901988"	"-0.1283683"	"-4.61"	"-0.0710012"	""	""
"A_32_P149536"	"1"	"0.902077"	"0.1282515"	"-4.61"	"0.07352593"	"SUMO2"	"small ubiquitin-like modifier 2"
"A_23_P26759"	"1"	"0.902087"	"0.1282385"	"-4.61"	"0.07459296"	"CANT1"	"calcium activated nucleotidase 1"
"A_24_P836315"	"1"	"0.902089"	"-0.1282361"	"-4.61"	"-0.07574915"	""	""
"A_32_P141948"	"1"	"0.902119"	"-0.1281962"	"-4.61"	"-0.13412591"	""	""
"A_23_P303891"	"1"	"0.902138"	"0.1281706"	"-4.61"	"0.05843794"	"LCE1C"	"late cornified envelope 1C"
"A_24_P925327"	"1"	"0.90215"	"0.1281557"	"-4.61"	"0.07374846"	""	""
"A_32_P61757"	"1"	"0.902162"	"-0.1281395"	"-4.61"	"-0.06564956"	"PTPN11"	"protein tyrosine phosphatase, non-receptor type 11"
"A_32_P469390"	"1"	"0.902187"	"0.1281071"	"-4.61"	"0.07479071"	"LOC374890"	"uncharacterized LOC374890"
"A_24_P861442"	"1"	"0.902215"	"-0.1280699"	"-4.61"	"-0.05873634"	""	""
"A_23_P139895"	"1"	"0.902265"	"0.1280039"	"-4.61"	"0.05808892"	"MDM2"	"MDM2 proto-oncogene"
"A_24_P690285"	"1"	"0.902267"	"-0.1280016"	"-4.61"	"-0.07049581"	"CNOT6L"	"CCR4-NOT transcription complex subunit 6 like"
"A_24_P224727"	"1"	"0.902282"	"0.1279812"	"-4.61"	"0.0790115"	"CEBPA"	"CCAAT/enhancer binding protein alpha"
"A_23_P339773"	"1"	"0.902289"	"0.1279716"	"-4.61"	"0.05963179"	"TPRG1L"	"tumor protein p63 regulated 1-like"
"A_24_P283814"	"1"	"0.902297"	"0.1279617"	"-4.61"	"0.05746798"	"TRMT112"	"tRNA methyltransferase 11-2 homolog (S. cerevisiae)"
"A_23_P368934"	"1"	"0.902315"	"0.1279375"	"-4.61"	"0.09260736"	"FBRSL1"	"fibrosin like 1"
"A_24_P142442"	"1"	"0.902332"	"-0.1279154"	"-4.61"	"-0.06009628"	"POLDIP2"	"DNA polymerase delta interacting protein 2"
"A_23_P434548"	"1"	"0.902333"	"-0.1279136"	"-4.61"	"-0.06119506"	""	""
"A_23_P119714"	"1"	"0.902352"	"-0.127889"	"-4.61"	"-0.05744979"	"BABAM1"	"BRISC and BRCA1 A complex member 1"
"A_32_P121059"	"1"	"0.902514"	"0.1276758"	"-4.61"	"0.06601385"	"LOC100506125"	"uncharacterized LOC100506125"
